%; Serdyuchenko et al. ozone absorption cross-section
%; temperature parameterisation
%;
%; Contact: Mark.Weber@uni-bremen.de%
%
%; formula:
%; sigma(T,lambda)=10^(-20)*a_0(lambda)*[1+a_1(lambda)*T+a_2(lambda)*T^2]
% 
%; lambda: wavelength in nm
%; T: temperature in degree Celsius
%; sigma: ozone cross section in cm^2
%; a_0, a_1, a_2: fit coefficients (quadratic polynomial)
%;
%; data format:
%; column 1: wavelength in vacuum = lambda [nm]
%; column 2: a_0
%; column 3: a_1
%; column 4: a_2
%;
%; NUMBER OF HEADER LINES: 20
 342.8500  6.069229e-002  1.542729e-002  7.992125e-005
 342.8600  6.165466e-002  1.545750e-002  8.038821e-005
 342.8700  6.259664e-002  1.542719e-002  7.994813e-005
 342.8800  6.348249e-002  1.536814e-002  7.907667e-005
 342.8900  6.426878e-002  1.532415e-002  7.848261e-005
 342.9000  6.491725e-002  1.533164e-002  7.878631e-005
 342.9100  6.543466e-002  1.539223e-002  8.003543e-005
 342.9200  6.586924e-002  1.546542e-002  8.154868e-005
 342.9300  6.628359e-002  1.550167e-002  8.248240e-005
 342.9400  6.669961e-002  1.547581e-002  8.243163e-005
 342.9500  6.710621e-002  1.538742e-002  8.146057e-005
 342.9600  6.748241e-002  1.524776e-002  7.981390e-005
 342.9700  6.780707e-002  1.508218e-002  7.787665e-005
 342.9800  6.805623e-002  1.492855e-002  7.616187e-005
 342.9900  6.823882e-002  1.480113e-002  7.485550e-005
 343.0000  6.841019e-002  1.467200e-002  7.359482e-005
 343.0100  6.861347e-002  1.451953e-002  7.215515e-005
 343.0200  6.882081e-002  1.438025e-002  7.116080e-005
 343.0300  6.896991e-002  1.431717e-002  7.157380e-005
 343.0400  6.905875e-002  1.433589e-002  7.343423e-005
 343.0500  6.917018e-002  1.436191e-002  7.558388e-005
 343.0600  6.937735e-002  1.432601e-002  7.698814e-005
 343.0700  6.965677e-002  1.424439e-002  7.787097e-005
 343.0800  6.993055e-002  1.418764e-002  7.923585e-005
 343.0900  7.018562e-002  1.417707e-002  8.136876e-005
 343.1000  7.051411e-002  1.414170e-002  8.320220e-005
 343.1100  7.103617e-002  1.398495e-002  8.329858e-005
 343.1200  7.178819e-002  1.368683e-002  8.131805e-005
 343.1300  7.267062e-002  1.333534e-002  7.845465e-005
 343.1400  7.352384e-002  1.304909e-002  7.642728e-005
 343.1500  7.424126e-002  1.287725e-002  7.602621e-005
 343.1600  7.483237e-002  1.277051e-002  7.660575e-005
 343.1700  7.535151e-002  1.264944e-002  7.693976e-005
 343.1800  7.581517e-002  1.248374e-002  7.649093e-005
 343.1900  7.616726e-002  1.230795e-002  7.572174e-005
 343.2000  7.636355e-002  1.215780e-002  7.519514e-005
 343.2100  7.644602e-002  1.201705e-002  7.467378e-005
 343.2200  7.651737e-002  1.183613e-002  7.337341e-005
 343.2300  7.663997e-002  1.160092e-002  7.104680e-005
 343.2400  7.677954e-002  1.136394e-002  6.853909e-005
 343.2500  7.685380e-002  1.120231e-002  6.710053e-005
 343.2600  7.682289e-002  1.115540e-002  6.731818e-005
 343.2700  7.673117e-002  1.119134e-002  6.862116e-005
 343.2800  7.665968e-002  1.123869e-002  6.986611e-005
 343.2900  7.664988e-002  1.124512e-002  7.027624e-005
 343.3000  7.666432e-002  1.121468e-002  6.998652e-005
 343.3100  7.661635e-002  1.119285e-002  6.976264e-005
 343.3200  7.643622e-002  1.121948e-002  7.027151e-005
 343.3300  7.612337e-002  1.129002e-002  7.148604e-005
 343.3400  7.573778e-002  1.136028e-002  7.273407e-005
 343.3500  7.534652e-002  1.138770e-002  7.332617e-005
 343.3600  7.496011e-002  1.137409e-002  7.327016e-005
 343.3700  7.453625e-002  1.135565e-002  7.316346e-005
 343.3800  7.406535e-002  1.134554e-002  7.326331e-005
 343.3900  7.361298e-002  1.130138e-002  7.290709e-005
 343.4000  7.325514e-002  1.117872e-002  7.132808e-005
 343.4100  7.296824e-002  1.100851e-002  6.893471e-005
 343.4200  7.265218e-002  1.088461e-002  6.716556e-005
 343.4300  7.226209e-002  1.085106e-002  6.671553e-005
 343.4400  7.188513e-002  1.085012e-002  6.668218e-005
 343.4500  7.161916e-002  1.080958e-002  6.594000e-005
 343.4600  7.143057e-002  1.075549e-002  6.492372e-005
 343.4700  7.119888e-002  1.077658e-002  6.505638e-005
 343.4800  7.089119e-002  1.089216e-002  6.665565e-005
 343.4900  7.060466e-002  1.101566e-002  6.837491e-005
 343.5000  7.042758e-002  1.106465e-002  6.894425e-005
 343.5100  7.034441e-002  1.104364e-002  6.845537e-005
 343.5200  7.029685e-002  1.099834e-002  6.761239e-005
 343.5300  7.027235e-002  1.094058e-002  6.658306e-005
 343.5400  7.027582e-002  1.086860e-002  6.536474e-005
 343.5500  7.027586e-002  1.080986e-002  6.442532e-005
 343.5600  7.025297e-002  1.078544e-002  6.406244e-005
 343.5700  7.025997e-002  1.076094e-002  6.364124e-005
 343.5800  7.035688e-002  1.068943e-002  6.238990e-005
 343.5900  7.051355e-002  1.058642e-002  6.063898e-005
 343.6000  7.065172e-002  1.050354e-002  5.930578e-005
 343.6100  7.076745e-002  1.044009e-002  5.838586e-005
 343.6200  7.091309e-002  1.035603e-002  5.721471e-005
 343.6300  7.105379e-002  1.027598e-002  5.624089e-005
 343.6400  7.106431e-002  1.029294e-002  5.706302e-005
 343.6500  7.092072e-002  1.042947e-002  6.006015e-005
 343.6600  7.080279e-002  1.056152e-002  6.311889e-005
 343.6700  7.092075e-002  1.054014e-002  6.368378e-005
 343.6800  7.128041e-002  1.036819e-002  6.176704e-005
 343.6900  7.170418e-002  1.018231e-002  5.963920e-005
 343.7000  7.206334e-002  1.007736e-002  5.890905e-005
 343.7100  7.239799e-002  1.001973e-002  5.908328e-005
 343.7200  7.281073e-002  9.930574e-003  5.897511e-005
 343.7300  7.332495e-002  9.789487e-003  5.836242e-005
 343.7400  7.390869e-002  9.623122e-003  5.772116e-005
 343.7500  7.457860e-002  9.433379e-003  5.703491e-005
 343.7600  7.539065e-002  9.195692e-003  5.580862e-005
 343.7700  7.635000e-002  8.917696e-003  5.416419e-005
 343.7800  7.738712e-002  8.657488e-003  5.317597e-005
 343.7900  7.844009e-002  8.464082e-003  5.371880e-005
 343.8000  7.958350e-002  8.300352e-003  5.512721e-005
 343.8100  8.101550e-002  8.060385e-003  5.556859e-005
 343.8200  8.286553e-002  7.681161e-003  5.394485e-005
 343.8300  8.507396e-002  7.215510e-003  5.118024e-005
 343.8400  8.750235e-002  6.764408e-003  4.903912e-005
 343.8500  9.009394e-002  6.364154e-003  4.802691e-005
 343.8600  9.295147e-002  5.955165e-003  4.691488e-005
 343.8700  9.620364e-002  5.474240e-003  4.446285e-005
 343.8800  9.977581e-002  4.948290e-003  4.098267e-005
 343.8900  1.034574e-001  4.461733e-003  3.781879e-005
 343.9000  1.070539e-001  4.069607e-003  3.578749e-005
 343.9100  1.105121e-001  3.763870e-003  3.467381e-005
 343.9200  1.137728e-001  3.522601e-003  3.403672e-005
 343.9300  1.167728e-001  3.342062e-003  3.386589e-005
 343.9400  1.193996e-001  3.233003e-003  3.440420e-005
 343.9500  1.216042e-001  3.190430e-003  3.565450e-005
 343.9600  1.234247e-001  3.181050e-003  3.714289e-005
 343.9700  1.249764e-001  3.158706e-003  3.816636e-005
 343.9800  1.263468e-001  3.094377e-003  3.824562e-005
 343.9900  1.270750e-001  3.068333e-003  3.940496e-005
 344.0000  1.280430e-001  2.981309e-003  3.868384e-005
 344.0100  1.287298e-001  2.932449e-003  3.850091e-005
 344.0200  1.292110e-001  2.907100e-003  3.860032e-005
 344.0300  1.296051e-001  2.875376e-003  3.841815e-005
 344.0400  1.299398e-001  2.836609e-003  3.791020e-005
 344.0500  1.301731e-001  2.810814e-003  3.743421e-005
 344.0600  1.303253e-001  2.791539e-003  3.687994e-005
 344.0700  1.304782e-001  2.747058e-003  3.568346e-005
 344.0800  1.306202e-001  2.676568e-003  3.388975e-005
 344.0900  1.305957e-001  2.627369e-003  3.246339e-005
 344.1000  1.302892e-001  2.634759e-003  3.214342e-005
 344.1100  1.297938e-001  2.667048e-003  3.236082e-005
 344.1200  1.292891e-001  2.667905e-003  3.199475e-005
 344.1300  1.288235e-001  2.632901e-003  3.085222e-005
 344.1400  1.283150e-001  2.603067e-003  2.962821e-005
 344.1500  1.277430e-001  2.593757e-003  2.863809e-005
 344.1600  1.271817e-001  2.581441e-003  2.751038e-005
 344.1700  1.266507e-001  2.565358e-003  2.627017e-005
 344.1800  1.260362e-001  2.590761e-003  2.572147e-005
 344.1900  1.252687e-001  2.685720e-003  2.635754e-005
 344.2000  1.244412e-001  2.810426e-003  2.749489e-005
 344.2100  1.236880e-001  2.902701e-003  2.810038e-005
 344.2200  1.229948e-001  2.952894e-003  2.806045e-005
 344.2300  1.222486e-001  2.995918e-003  2.799312e-005
 344.2400  1.213959e-001  3.048334e-003  2.814774e-005
 344.2500  1.204728e-001  3.091308e-003  2.816062e-005
 344.2600  1.195137e-001  3.110016e-003  2.778165e-005
 344.2700  1.185036e-001  3.116917e-003  2.720909e-005
 344.2800  1.174312e-001  3.126209e-003  2.661175e-005
 344.2900  1.163315e-001  3.137804e-003  2.594398e-005
 344.3000  1.152139e-001  3.157614e-003  2.535485e-005
 344.3100  1.140376e-001  3.205645e-003  2.526872e-005
 344.3200  1.128073e-001  3.289359e-003  2.582734e-005
 344.3300  1.116014e-001  3.384524e-003  2.655588e-005
 344.3400  1.104856e-001  3.461481e-003  2.692604e-005
 344.3500  1.094609e-001  3.513227e-003  2.690336e-005
 344.3600  1.084912e-001  3.548943e-003  2.671963e-005
 344.3700  1.075611e-001  3.572178e-003  2.638915e-005
 344.3800  1.066723e-001  3.585809e-003  2.585900e-005
 344.3900  1.057807e-001  3.612948e-003  2.545805e-005
 344.4000  1.048259e-001  3.682456e-003  2.567827e-005
 344.4100  1.037971e-001  3.798421e-003  2.656622e-005
 344.4200  1.027628e-001  3.932916e-003  2.760484e-005
 344.4300  1.017738e-001  4.057988e-003  2.829722e-005
 344.4400  1.008316e-001  4.163987e-003  2.856515e-005
 344.4500  9.989668e-002  4.255746e-003  2.862986e-005
 344.4600  9.893054e-002  4.340198e-003  2.873351e-005
 344.4700  9.789822e-002  4.423534e-003  2.902802e-005
 344.4800  9.680230e-002  4.502857e-003  2.944387e-005
 344.4900  9.569164e-002  4.559124e-003  2.956739e-005
 344.5000  9.461440e-002  4.571151e-003  2.894142e-005
 344.5100  9.357053e-002  4.546007e-003  2.767841e-005
 344.5200  9.250077e-002  4.522321e-003  2.651047e-005
 344.5300  9.136739e-002  4.526121e-003  2.594043e-005
 344.5400  9.023640e-002  4.539973e-003  2.564233e-005
 344.5500  8.920037e-002  4.533789e-003  2.500444e-005
 344.5600  8.825822e-002  4.518340e-003  2.414027e-005
 344.5700  8.733949e-002  4.539596e-003  2.384513e-005
 344.5800  8.641118e-002  4.617107e-003  2.446823e-005
 344.5900  8.552604e-002  4.715558e-003  2.534468e-005
 344.6000  8.474992e-002  4.791892e-003  2.564496e-005
 344.6100  8.404261e-002  4.855654e-003  2.551126e-005
 344.6200  8.328404e-002  4.953777e-003  2.582705e-005
 344.6300  8.242374e-002  5.096477e-003  2.689880e-005
 344.6400  8.153676e-002  5.227031e-003  2.781714e-005
 344.6500  8.073213e-002  5.279155e-003  2.743130e-005
 344.6600  8.000629e-002  5.257728e-003  2.579566e-005
 344.6700  7.925000e-002  5.241847e-003  2.431899e-005
 344.6800  7.836052e-002  5.305851e-003  2.433838e-005
 344.6900  7.737745e-002  5.446183e-003  2.579947e-005
 344.7000  7.644550e-002  5.591816e-003  2.739526e-005
 344.7100  7.567952e-002  5.682408e-003  2.798581e-005
 344.7200  7.506821e-002  5.722339e-003  2.758779e-005
 344.7300  7.453650e-002  5.751142e-003  2.688486e-005
 344.7400  7.403111e-002  5.787375e-003  2.622795e-005
 344.7500  7.353040e-002  5.822213e-003  2.552028e-005
 344.7600  7.300473e-002  5.856067e-003  2.486670e-005
 344.7700  7.241376e-002  5.906298e-003  2.462677e-005
 344.7800  7.176513e-002  5.970791e-003  2.470996e-005
 344.7900  7.113494e-002  6.017032e-003  2.444010e-005
 344.8000  7.057246e-002  6.034100e-003  2.354870e-005
 344.8100  7.003213e-002  6.069758e-003  2.285592e-005
 344.8200  6.945477e-002  6.180316e-003  2.337569e-005
 344.8300  6.886887e-002  6.353742e-003  2.492451e-005
 344.8400  6.836196e-002  6.522144e-003  2.633353e-005
 344.8500  6.796673e-002  6.644506e-003  2.693337e-005
 344.8600  6.760965e-002  6.747623e-003  2.722778e-005
 344.8700  6.719711e-002  6.870768e-003  2.790443e-005
 344.8800  6.670354e-002  7.008978e-003  2.890864e-005
 344.8900  6.614252e-002  7.135195e-003  2.982886e-005
 344.9000  6.552095e-002  7.242208e-003  3.057845e-005
 344.9100  6.484901e-002  7.335628e-003  3.119710e-005
 344.9200  6.418133e-002  7.405941e-003  3.142335e-005
 344.9300  6.356019e-002  7.449706e-003  3.114344e-005
 344.9400  6.298202e-002  7.496378e-003  3.092054e-005
 344.9500  6.243001e-002  7.577825e-003  3.137039e-005
 344.9600  6.194812e-002  7.672834e-003  3.211146e-005
 344.9700  6.160478e-002  7.727781e-003  3.212587e-005
 344.9800  6.139417e-002  7.736383e-003  3.124290e-005
 344.9900  6.064031e-002  8.231046e-003  3.851803e-005
 345.0000  6.032271e-002  8.372891e-003  3.973672e-005
 345.0100  5.997030e-002  8.518444e-003  4.102327e-005
 345.0200  5.954841e-002  8.670451e-003  4.251500e-005
 345.0300  5.908541e-002  8.784391e-003  4.353569e-005
 345.0400  5.863905e-002  8.806914e-003  4.316948e-005
 345.0500  5.821146e-002  8.748684e-003  4.146783e-005
 345.0600  5.773370e-002  8.683461e-003  3.958025e-005
 345.0700  5.714773e-002  8.674976e-003  3.866023e-005
 345.0800  5.646522e-002  8.725553e-003  3.888782e-005
 345.0900  5.574032e-002  8.805135e-003  3.973042e-005
 345.1000  5.503039e-002  8.894804e-003  4.066623e-005
 345.1100  5.437689e-002  8.982442e-003  4.134722e-005
 345.1200  5.381158e-002  9.040348e-003  4.139484e-005
 345.1300  5.335400e-002  9.045351e-003  4.061943e-005
 345.1400  5.297786e-002  9.021556e-003  3.946944e-005
 345.1500  5.263238e-002  9.024096e-003  3.873649e-005
 345.1600  5.228812e-002  9.078625e-003  3.872946e-005
 345.1700  5.195459e-002  9.163039e-003  3.911439e-005
 345.1800  5.163231e-002  9.254472e-003  3.959863e-005
 345.1900  5.129992e-002  9.358510e-003  4.032974e-005
 345.2000  5.094543e-002  9.478358e-003  4.137708e-005
 345.2100  5.059663e-002  9.583479e-003  4.227167e-005
 345.2200  5.028504e-002  9.645456e-003  4.255954e-005
 345.2300  5.000775e-002  9.684770e-003  4.253368e-005
 345.2400  4.973893e-002  9.751982e-003  4.294683e-005
 345.2500  4.948020e-002  9.862126e-003  4.401524e-005
 345.2600  4.927209e-002  9.980317e-003  4.520174e-005
 345.2700  4.914071e-002  1.007611e-002  4.602517e-005
 345.2800  4.906655e-002  1.015809e-002  4.660041e-005
 345.2900  4.901345e-002  1.024033e-002  4.718273e-005
 345.3000  4.895838e-002  1.031099e-002  4.769055e-005
 345.3100  4.888192e-002  1.035714e-002  4.798516e-005
 345.3200  4.875483e-002  1.039482e-002  4.823488e-005
 345.3300  4.856265e-002  1.044476e-002  4.857242e-005
 345.3400  4.833200e-002  1.048798e-002  4.859730e-005
 345.3500  4.810935e-002  1.048434e-002  4.778964e-005
 345.3600  4.790581e-002  1.044000e-002  4.642736e-005
 345.3700  4.769052e-002  1.042190e-002  4.558040e-005
 345.3800  4.744700e-002  1.049149e-002  4.606780e-005
 345.3900  4.720429e-002  1.064370e-002  4.769584e-005
 345.4000  4.700791e-002  1.082672e-002  4.970961e-005
 345.4100  4.687290e-002  1.100315e-002  5.164439e-005
 345.4200  4.678711e-002  1.116225e-002  5.337176e-005
 345.4300  4.673378e-002  1.130063e-002  5.476862e-005
 345.4400  4.669876e-002  1.141181e-002  5.568309e-005
 345.4500  4.666001e-002  1.150249e-002  5.623523e-005
 345.4600  4.660060e-002  1.158395e-002  5.664288e-005
 345.4700  4.653497e-002  1.164490e-002  5.673551e-005
 345.4800  4.650288e-002  1.165656e-002  5.605168e-005
 345.4900  4.652531e-002  1.162105e-002  5.460158e-005
 345.5000  4.658309e-002  1.159089e-002  5.318139e-005
 345.5100  4.664786e-002  1.162346e-002  5.271067e-005
 345.5200  4.672514e-002  1.172517e-002  5.334890e-005
 345.5300  4.685167e-002  1.186064e-002  5.456272e-005
 345.5400  4.705470e-002  1.200196e-002  5.585963e-005
 345.5500  4.733121e-002  1.215119e-002  5.719624e-005
 345.5600  4.766822e-002  1.231587e-002  5.869729e-005
 345.5700  4.805716e-002  1.248553e-002  6.029630e-005
 345.5800  4.849026e-002  1.265038e-002  6.187732e-005
 345.5900  4.895522e-002  1.281987e-002  6.348345e-005
 345.6000  4.943871e-002  1.299930e-002  6.506773e-005
 345.6100  4.994785e-002  1.316143e-002  6.618808e-005
 345.6200  5.050299e-002  1.326205e-002  6.625483e-005
 345.6300  5.109290e-002  1.328613e-002  6.517499e-005
 345.6400  5.166885e-002  1.326915e-002  6.358353e-005
 345.6500  5.217616e-002  1.325794e-002  6.224367e-005
 345.6600  5.259992e-002  1.326656e-002  6.138104e-005
 345.6700  5.295235e-002  1.328137e-002  6.078748e-005
 345.6800  5.325064e-002  1.329752e-002  6.034202e-005
 345.6900  5.349568e-002  1.332918e-002  6.019868e-005
 345.7000  5.369439e-002  1.338437e-002  6.043490e-005
 345.7100  5.386681e-002  1.344937e-002  6.085494e-005
 345.7200  5.402609e-002  1.351359e-002  6.133502e-005
 345.7300  5.415472e-002  1.359511e-002  6.214787e-005
 345.7400  5.422295e-002  1.372688e-002  6.370416e-005
 345.7500  5.422453e-002  1.391763e-002  6.601843e-005
 345.7600  5.418547e-002  1.413306e-002  6.853722e-005
 345.7700  5.414217e-002  1.432149e-002  7.055066e-005
 345.7800  5.411152e-002  1.445310e-002  7.170686e-005
 345.7900  5.408136e-002  1.453264e-002  7.215726e-005
 345.8000  5.401956e-002  1.459052e-002  7.241717e-005
 345.8100  5.389659e-002  1.465534e-002  7.295695e-005
 345.8200  5.371099e-002  1.472839e-002  7.378438e-005
 345.8300  5.349020e-002  1.478428e-002  7.442698e-005
 345.8400  5.325730e-002  1.479973e-002  7.445005e-005
 345.8500  5.300686e-002  1.477764e-002  7.393232e-005
 345.8600  5.271527e-002  1.473891e-002  7.331466e-005
 345.8700  5.237283e-002  1.469483e-002  7.283133e-005
 345.8800  5.199657e-002  1.464538e-002  7.238767e-005
 345.8900  5.160289e-002  1.459988e-002  7.193532e-005
 345.9000  5.119715e-002  1.457814e-002  7.163777e-005
 345.9100  5.078516e-002  1.458362e-002  7.153879e-005
 345.9200  5.038874e-002  1.459532e-002  7.140766e-005
 345.9300  5.001205e-002  1.460000e-002  7.114864e-005
 345.9400  4.963441e-002  1.461731e-002  7.111503e-005
 345.9500  4.923300e-002  1.467248e-002  7.166208e-005
 345.9600  4.882026e-002  1.475399e-002  7.255395e-005
 345.9700  4.842618e-002  1.482445e-002  7.321595e-005
 345.9800  4.806259e-002  1.487034e-002  7.352051e-005
 345.9900  4.770950e-002  1.492171e-002  7.398859e-005
 346.0000  4.734793e-002  1.501363e-002  7.510388e-005
 346.0100  4.699064e-002  1.514594e-002  7.675771e-005
 346.0200  4.665772e-002  1.529467e-002  7.855866e-005
 346.0300  4.634192e-002  1.544897e-002  8.042149e-005
 346.0400  4.601917e-002  1.561274e-002  8.248197e-005
 346.0500  4.567502e-002  1.577806e-002  8.460847e-005
 346.0600  4.531312e-002  1.591178e-002  8.626970e-005
 346.0700  4.494367e-002  1.597453e-002  8.692989e-005
 346.0800  4.456341e-002  1.595619e-002  8.653304e-005
 346.0900  4.416074e-002  1.587637e-002  8.538133e-005
 346.1000  4.374521e-002  1.575435e-002  8.367245e-005
 346.1100  4.334811e-002  1.559053e-002  8.133435e-005
 346.1200  4.299105e-002  1.538948e-002  7.843723e-005
 346.1300  4.266251e-002  1.520262e-002  7.576191e-005
 346.1400  4.232198e-002  1.511225e-002  7.449024e-005
 346.1500  4.194995e-002  1.515809e-002  7.514458e-005
 346.1600  4.157233e-002  1.529128e-002  7.696871e-005
 346.1700  4.123525e-002  1.542262e-002  7.864514e-005
 346.1800  4.093923e-002  1.551969e-002  7.969849e-005
 346.1900  4.064257e-002  1.562095e-002  8.071665e-005
 346.2000  4.031561e-002  1.575647e-002  8.220845e-005
 346.2100  3.998501e-002  1.588528e-002  8.366957e-005
 346.2200  3.969899e-002  1.594278e-002  8.422329e-005
 346.2300  3.947623e-002  1.592316e-002  8.380895e-005
 346.2400  3.929571e-002  1.588533e-002  8.326079e-005
 346.2500  3.913844e-002  1.587674e-002  8.319912e-005
 346.2600  3.901380e-002  1.588857e-002  8.340602e-005
 346.2700  3.893384e-002  1.588672e-002  8.333494e-005
 346.2800  3.888670e-002  1.585609e-002  8.278770e-005
 346.2900  3.884496e-002  1.580029e-002  8.187207e-005
 346.3000  3.878289e-002  1.572606e-002  8.072587e-005
 346.3100  3.867515e-002  1.565206e-002  7.964560e-005
 346.3200  3.849578e-002  1.561865e-002  7.924434e-005
 346.3300  3.824198e-002  1.565337e-002  7.990737e-005
 346.3400  3.795668e-002  1.572888e-002  8.113876e-005
 346.3500  3.771611e-002  1.577674e-002  8.180502e-005
 346.3600  3.757246e-002  1.575755e-002  8.127404e-005
 346.3700  3.752286e-002  1.569983e-002  8.003698e-005
 346.3800  3.753685e-002  1.565559e-002  7.901670e-005
 346.3900  3.759594e-002  1.563515e-002  7.851995e-005
 346.4000  3.769729e-002  1.560845e-002  7.817299e-005
 346.4100  3.782542e-002  1.556464e-002  7.773670e-005
 346.4200  3.793731e-002  1.553852e-002  7.752646e-005
 346.4300  3.799034e-002  1.556596e-002  7.792056e-005
 346.4400  3.796954e-002  1.563393e-002  7.877714e-005
 346.4500  3.788629e-002  1.569335e-002  7.957982e-005
 346.4600  3.775423e-002  1.571687e-002  8.005950e-005
 346.4700  3.757926e-002  1.572067e-002  8.037887e-005
 346.4800  3.737630e-002  1.572723e-002  8.070076e-005
 346.4900  3.717453e-002  1.573240e-002  8.091014e-005
 346.5000  3.699674e-002  1.572585e-002  8.094293e-005
 346.5100  3.684470e-002  1.572624e-002  8.113975e-005
 346.5200  3.670717e-002  1.576758e-002  8.194400e-005
 346.5300  3.658217e-002  1.585390e-002  8.331274e-005
 346.5400  3.647934e-002  1.595013e-002  8.470711e-005
 346.5500  3.639698e-002  1.602399e-002  8.571961e-005
 346.5600  3.631601e-002  1.606953e-002  8.633417e-005
 346.5700  3.622349e-002  1.608008e-002  8.647851e-005
 346.5800  3.612385e-002  1.603369e-002  8.582958e-005
 346.5900  3.601397e-002  1.593364e-002  8.444184e-005
 346.6000  3.586313e-002  1.584706e-002  8.331131e-005
 346.6100  3.563917e-002  1.585741e-002  8.365894e-005
 346.6200  3.535588e-002  1.597185e-002  8.557123e-005
 346.6300  3.508025e-002  1.610457e-002  8.776872e-005
 346.6400  3.487132e-002  1.616771e-002  8.894832e-005
 346.6500  3.473089e-002  1.615970e-002  8.907680e-005
 346.6600  3.461488e-002  1.614478e-002  8.908884e-005
 346.6700  3.448369e-002  1.617094e-002  8.969655e-005
 346.6800  3.432183e-002  1.623367e-002  9.087963e-005
 346.6900  3.413442e-002  1.629630e-002  9.215375e-005
 346.7000  3.394019e-002  1.631241e-002  9.282020e-005
 346.7100  3.376932e-002  1.623908e-002  9.211690e-005
 346.7200  3.363875e-002  1.607139e-002  8.981969e-005
 346.7300  3.352989e-002  1.587576e-002  8.689117e-005
 346.7400  3.340020e-002  1.575332e-002  8.499583e-005
 346.7500  3.322959e-002  1.575387e-002  8.507647e-005
 346.7600  3.304329e-002  1.584457e-002  8.671423e-005
 346.7700  3.287832e-002  1.596200e-002  8.888509e-005
 346.7800  3.274357e-002  1.607324e-002  9.101681e-005
 346.7900  3.262753e-002  1.616390e-002  9.290385e-005
 346.8000  3.252294e-002  1.620213e-002  9.412466e-005
 346.8100  3.242945e-002  1.614983e-002  9.412433e-005
 346.8200  3.233745e-002  1.600453e-002  9.282920e-005
 346.8300  3.222737e-002  1.580445e-002  9.076728e-005
 346.8400  3.208813e-002  1.558946e-002  8.849258e-005
 346.8500  3.192722e-002  1.538615e-002  8.634182e-005
 346.8600  3.175789e-002  1.521599e-002  8.462708e-005
 346.8700  3.159049e-002  1.509286e-002  8.365161e-005
 346.8800  3.144189e-002  1.501046e-002  8.342211e-005
 346.8900  3.132943e-002  1.494976e-002  8.364108e-005
 346.9000  3.125333e-002  1.491082e-002  8.420151e-005
 346.9100  3.119378e-002  1.490877e-002  8.530071e-005
 346.9200  3.113871e-002  1.492729e-002  8.678448e-005
 346.9300  3.110233e-002  1.489638e-002  8.773004e-005
 346.9400  3.110748e-002  1.474702e-002  8.712191e-005
 346.9500  3.114937e-002  1.448633e-002  8.502463e-005
 346.9600  3.119236e-002  1.419822e-002  8.268625e-005
 346.9700  3.120863e-002  1.396102e-002  8.133742e-005
 346.9800  3.121280e-002  1.378204e-002  8.110644e-005
 346.9900  3.125595e-002  1.360210e-002  8.106219e-005
 347.0000  3.138525e-002  1.336421e-002  8.028533e-005
 347.0100  3.161015e-002  1.307353e-002  7.875249e-005
 347.0200  3.190666e-002  1.278147e-002  7.717062e-005
 347.0300  3.225374e-002  1.251814e-002  7.603831e-005
 347.0400  3.265021e-002  1.226321e-002  7.514894e-005
 347.0500  3.310616e-002  1.197653e-002  7.401415e-005
 347.0600  3.362221e-002  1.164981e-002  7.264235e-005
 347.0700  3.417751e-002  1.131795e-002  7.165754e-005
 347.0800  3.475736e-002  1.101291e-002  7.158130e-005
 347.0900  3.538139e-002  1.072501e-002  7.220544e-005
 347.1000  3.608812e-002  1.041288e-002  7.266924e-005
 347.1100  3.691435e-002  1.002833e-002  7.202754e-005
 347.1200  3.787749e-002  9.544014e-003  6.982524e-005
 347.1300  3.894247e-002  8.991256e-003  6.649008e-005
 347.1400  3.972219e-002  8.212192e-003  6.099371e-005
 347.1500  4.071073e-002  7.785009e-003  5.919715e-005
 347.1600  4.158796e-002  7.512927e-003  5.945388e-005
 347.1700  4.235679e-002  7.324104e-003  6.073459e-005
 347.1800  4.306924e-002  7.115447e-003  6.143655e-005
 347.1900  4.374517e-002  6.849245e-003  6.074941e-005
 347.2000  4.435514e-002  6.567300e-003  5.914697e-005
 347.2100  4.485410e-002  6.324368e-003  5.752422e-005
 347.2200  4.523844e-002  6.123293e-003  5.613392e-005
 347.2300  4.554148e-002  5.928792e-003  5.454924e-005
 347.2400  4.579794e-002  5.719358e-003  5.242727e-005
 347.2500  4.601101e-002  5.515752e-003  5.008748e-005
 347.2600  4.615537e-002  5.363236e-003  4.832340e-005
 347.2700  4.621598e-002  5.288200e-003  4.767796e-005
 347.2800  4.621332e-002  5.277643e-003  4.796539e-005
 347.2900  4.619598e-002  5.290966e-003  4.839926e-005
 347.3000  4.621029e-002  5.287346e-003  4.816249e-005
 347.3100  4.626756e-002  5.253129e-003  4.702621e-005
 347.3200  4.633418e-002  5.211824e-003  4.555247e-005
 347.3300  4.635686e-002  5.206420e-003  4.464847e-005
 347.3400  4.630612e-002  5.262104e-003  4.477816e-005
 347.3500  4.620012e-002  5.359094e-003  4.555097e-005
 347.3600  4.608332e-002  5.446762e-003  4.611683e-005
 347.3700  4.597699e-002  5.494181e-003  4.606133e-005
 347.3800  4.586322e-002  5.518682e-003  4.574580e-005
 347.3900  4.571718e-002  5.558148e-003  4.567915e-005
 347.4000  4.554670e-002  5.618724e-003  4.575043e-005
